# ----------------------------------------
# Sayfalar ve ekranlar: Sayfa yolu ve ekran sınıfı
# Hesap: DSG Servisi
# Mülk: dsgservisi.com
# ----------------------------------------
# 
# Tüm Kullanıcılar
# Başlangıç tarihi: 20251009
# Bitiş tarihi: 20260106
Sayfa yolu ve ekran sınıfı,Görüntüleme Sayısı,Etkin kullanıcı sayısı,Etkin kullanıcı başına görüntüleme sayısı,Etkin kullanıcı başına ortalama etkileşim süresi,Etkinlik sayısı,Önemli faaliyetler,Toplam gelir
/7-ileri-dsg-sanziman-sorunlari,74,67,1.1044776119402986,70.83582089552239,269,0,0
/dsg-6-ileri-mekatronik-fiyati,72,51,1.411764705882353,55.86274509803921,241,0,0
/blog/dsg-mekatronik-arizasi-fiyati-2025/,70,59,1.1864406779661016,50.016949152542374,238,0,0
/otomatik-sanziman-tamiri-ne-kadar-tutar,69,64,1.078125,51.546875,257,0,0
/dsg-p-yanip-sonuyor-araba-calismiyor/,65,55,1.1818181818181819,58.49090909090909,229,0,0
/blog/7-ileri-dsg-sanziman-yag-degisimi-fiyati/,62,55,1.1272727272727272,48.8,224,0,0
/blog/otomatik-sanziman-tamiri-ne-kadar-tutar/,61,57,1.0701754385964912,55.85964912280702,225,0,0
/blog/mercedes-periyodik-bakim-fiyatlari-2025/,56,49,1.1428571428571428,34.816326530612244,204,0,0
/blog/bmw-periyodik-bakim-fiyatlari-2025/,55,50,1.1,23.3,206,0,0
/volkswagen-ozel-servis/,54,50,1.08,37.12,155,0,0
/blog/dq200-kavrama-degisimi/,52,46,1.1304347826086956,38.52173913043478,191,0,0
/blog/otomatik-sanziman-yagi-degisimi-fiyati-2025/,51,44,1.1590909090909092,73.43181818181819,176,0,0
/bmw-triger-degisimi-fiyatlari,51,47,1.0851063829787233,38.361702127659576,179,0,0
/mercedes-periyodik-bakim-fiyatlari-2025,50,44,1.1363636363636365,39.22727272727273,180,0,0
/blog/volkswagen-periyodik-bakim-fiyatlari-2025/,49,47,1.0425531914893618,59.40425531914894,187,0,0
/bmw-periyodik-bakim-fiyatlari-2025/,45,43,1.0465116279069768,33.325581395348834,169,0,0
/dsg-2-den-1-e-gecerken-vuruntu,44,42,1.0476190476190477,70.28571428571429,160,0,0
/dsg-optimizasyon-fiyat/,44,40,1.1,40.575,157,0,0
/passat-sanziman-hatasi,44,32,1.375,127,134,0,0
/blog/skoda-periyodik-bakim-fiyatlari-2025/,43,42,1.0238095238095237,31.095238095238095,158,0,0
/skoda-periyodik-bakim-fiyatlari-2025,43,41,1.048780487804878,44.78048780487805,166,0,0
/blog/7-ileri-dsg-sanziman-sorunlari/,42,36,1.1666666666666667,62.166666666666664,151,0,0
/blog/dsg-2-4-6-gecmiyor/,42,33,1.2727272727272727,53.484848484848484,128,0,0
/jetta-vites-gostergesinde-anahtar-isareti/,41,28,1.4642857142857142,84.28571428571429,125,0,0
/volkswagen-servis-avrupa-yakasi,41,38,1.0789473684210527,20.342105263157894,145,0,0
/blog/otomatik-vites-selenoid-valf-arizasi-nasil-anlasilir/,39,33,1.1818181818181819,98.87878787878788,135,0,0
/blog/seat-periyodik-bakim-fiyatlari-2025/,38,35,1.0857142857142856,30.485714285714284,138,0,0
/dsg-2-den-3-e-gecerken-vuruntu/,38,33,1.1515151515151516,48.81818181818182,143,0,0
/dsg-sanziman-ariza-isigi/,38,36,1.0555555555555556,61.888888888888886,137,0,0
/7-ileri-dsg-mekatronik-karti-fiyati,34,28,1.2142857142857142,53.892857142857146,93,0,0
/passat-b8-sanziman-hatasi,34,28,1.2142857142857142,67.21428571428571,117,0,0
/7-ileri-dsg-sanziman-yag-degisimi-fiyati/,33,26,1.2692307692307692,78.11538461538461,114,0,0
/blog/passat-agir-bakim-fiyatlari/,33,26,1.2692307692307692,59.26923076923077,112,0,0
/bmw-ozel-servis/,33,30,1.1,39.3,101,0,0
/dsg-1-3-5-7-gecmiyor,33,29,1.1379310344827587,50.172413793103445,113,0,0
/blog/7-ileri-dsg-mekatronik-karti-fiyati/,32,28,1.1428571428571428,33.357142857142854,118,0,0
/dsg-2-4-6-gecmiyor/,32,26,1.2307692307692308,67.1923076923077,104,0,0
/skoda-ozel-servis/,32,25,1.28,55.12,101,0,0
/7-ileri-dsg-mekatronik-karti-fiyati/,31,27,1.1481481481481481,39.51851851851852,110,0,0
/blog/volkswagen-triger-degisimi-fiyatlari/,28,26,1.0769230769230769,65.07692307692308,105,0,0
/volkswagen-periyodik-bakim-fiyatlari-2025,28,27,1.037037037037037,38.333333333333336,96,0,0
/blog/1-4-tsi-dsg-kavrama-fiyati/,27,26,1.0384615384615385,43.73076923076923,99,0,0
/blog/otomatik-sanziman-degisimi-fiyati-2025/,27,24,1.125,31.791666666666668,97,0,0
/land-rover-periyodik-bakim-fiyatlari-2025/,27,23,1.173913043478261,39.30434782608695,98,0,0
/seat-ozel-servis/,27,19,1.4210526315789473,63.78947368421053,72,0,0
/blog/2,26,6,4.333333333333333,46.5,56,0,0
/blog/beylikduzu-volkswagen-servis/,26,18,1.4444444444444444,35.05555555555556,90,0,0
/audi-ozel-servis/,25,20,1.25,61.55,69,0,0
/blog/dsg-optimizasyon-fiyat/,25,24,1.0416666666666667,38.208333333333336,95,0,0
/blog/polo-agir-bakim-fiyatlari/,25,22,1.1363636363636365,74,91,0,0
/araclarda-selenoid-valf-ariza-belirtileri/,24,22,1.0909090909090908,39.90909090909091,86,0,0
/blog/porsche-periyodik-bakim-fiyatlari-2025/,24,21,1.1428571428571428,53,89,0,0
/porsche-periyodik-bakim-fiyatlari-2025/,24,23,1.0434782608695652,37.95652173913044,89,0,0
/porsche-ozel-servis/,23,16,1.4375,35.125,78,0,0
/skoda-triger-degisimi-fiyatlari,23,20,1.15,43.2,80,0,0
/blog/bmw-triger-degisimi-fiyatlari/,22,22,1,62.54545454545455,84,0,0
/hizmetlerimiz/,22,12,1.8333333333333333,25,54,0,0
/land-rover-ozel-servis/,22,18,1.2222222222222223,26.555555555555557,76,0,0
/otomatik-sanziman-yagi-degisimi-fiyati-2025,22,20,1.1,33.7,71,0,0
/blog/dsg-sanziman-ariza-isigi/,21,20,1.05,75.15,80,0,0
/blog/land-rover-periyodik-bakim-fiyatlari-2025/,21,18,1.1666666666666667,35.27777777777778,69,0,0
/audi-sanziman-tamiri-fiyatlari,20,19,1.0526315789473684,38.8421052631579,73,0,0
/mercedes-ozel-servis/,20,17,1.1764705882352942,39.470588235294116,67,0,0
/blog/otomatik-sanziman-yag-kacagi-tamiri-fiyat/,19,15,1.2666666666666666,73.93333333333334,63,0,0
/blog/zf-sanziman-yagi-degisimi/,19,17,1.1176470588235294,39.588235294117645,67,0,0
/blog/dsg-anahtar-isareti/,18,18,1,35.611111111111114,62,0,0
/blog/land-rover-triger-degisimi-fiyatlari/,18,16,1.125,53.3125,62,0,0
/blog/mercedes-triger-degisimi-fiyatlari/,18,17,1.0588235294117647,49.64705882352941,68,0,0
/blog/passat-b8-sanziman-hatasi/,18,15,1.2,126.13333333333334,65,0,0
/blog/passat-sanziman-hatasi/,18,17,1.0588235294117647,46.470588235294116,64,0,0
/dsg-sanziman-degisimi/,18,17,1.0588235294117647,28.294117647058822,61,0,0
/dsg-sanziman-tamiri,18,16,1.125,40.3125,45,0,0
/mercedes-triger-degisimi-fiyatlari/,18,14,1.2857142857142858,45.285714285714285,62,0,0
/blog/audi-triger-degisimi-fiyatlari/,17,16,1.0625,70.75,62,0,0
/blog/dsg-mekatronik-arizasi-neden-olur/,17,15,1.1333333333333333,79.66666666666667,60,0,0
/dsg-sanziman-tamiri/,17,16,1.0625,64,59,0,0
/otomatik-sanziman-yag-kacagi-tamiri-fiyat,17,15,1.1333333333333333,93.33333333333333,59,0,0
/1-6-tdi-dsg-kavrama-fiyati,16,14,1.1428571428571428,39.785714285714285,43,0,0
/blog/volkswagen-sanziman-tamiri-fiyatlari/,16,12,1.3333333333333333,88.58333333333333,57,0,0
/dsg-anahtar-isareti/,16,14,1.1428571428571428,12.5,54,0,0
/beylikduzu-mercedes-servis,15,11,1.3636363636363635,14.363636363636363,51,0,0
/blog/skoda-sanziman-tamiri-fiyatlari/,15,15,1,61.2,58,0,0
/bmw-periyodik-bakim-fiyatlari-2025,15,14,1.0714285714285714,13.785714285714286,57,0,0
/dsg-mekatronik-arizasi-fiyati-2025/,15,12,1.25,38.916666666666664,51,0,0
/iletisim/,15,9,1.6666666666666667,19.88888888888889,38,0,0
/blog/audi-sanziman-tamiri-fiyatlari/,14,12,1.1666666666666667,57,50,0,0
/blog/seat-sanziman-tamiri-fiyatlari/,14,13,1.0769230769230769,50,49,0,0
/passat-agir-bakim-fiyatlari,14,13,1.0769230769230769,51,53,0,0
/seat-periyodik-bakim-fiyatlari-2025/,14,13,1.0769230769230769,26.692307692307693,50,0,0
/bmw-sanziman-tamiri-fiyatlari,13,12,1.0833333333333333,25.083333333333332,45,0,0
/dsg-mekatronik-kart-arizasi-belirtileri/,13,10,1.3,28.4,44,0,0
/otomatik-sanziman-degisimi-fiyati-2025/,13,12,1.0833333333333333,42.583333333333336,52,0,0
/volkswagen-sanziman-tamiri-fiyatlari,13,12,1.0833333333333333,106.08333333333333,46,0,0
/blog/dsg-mekatronik-kart-arizasi-belirtileri/,12,12,1,105.25,48,0,0
/blog/mekatronik-arizasi-maliyeti-2025/,12,12,1,60.75,47,0,0
/dsg-mekatronik-kart-arizasi-belirtileri,12,12,1,77.75,46,0,0
/blog/1-6-tdi-dsg-kavrama-fiyati/,11,11,1,63.09090909090909,41,0,0
/blog/dsg-1-3-5-7-gecmiyor/,11,8,1.375,68.75,36,0,0
/blog/dsg-2-den-1-e-gecerken-vuruntu/,11,10,1.1,62.7,40,0,0
/seat-leon-dsg-mekatronik-tamiri/,11,11,1,32.72727272727273,44,0,0
/skoda-octavia-dsg-mekatronik-tamiri/,11,6,1.8333333333333333,66.33333333333333,29,0,0
/volkswagen-triger-degisimi-fiyatlari/,11,11,1,45.36363636363637,43,0,0
/blog/dsg-sanziman-degisimi/,10,10,1,61.9,40,0,0
/blog/dsg-sanziman-yagi-degisimi/,10,10,1,45.7,36,0,0
/blog/sanziman-indirme-ucreti-2025/,10,9,1.1111111111111112,29.333333333333332,36,0,0
/blog/sanziman-kecesi-degisimi-fiyati/,10,8,1.25,15.625,32,0,0
/dsg-sanziman-yagi-degisimi,10,9,1.1111111111111112,28,31,0,0
/mekatronik-arizasi-maliyeti-2025/,10,8,1.25,33.375,38,0,0
/mercedes-ozel-servis,10,6,1.6666666666666667,59.166666666666664,22,0,0
/mercedes-servis-avrupa-yakasi,10,9,1.1111111111111112,22.88888888888889,33,0,0
/sanziman-kecesi-degisimi-fiyati,10,8,1.25,19.75,25,0,0
/audi-servis-avrupa-yakasi,9,8,1.125,34.375,27,0,0
/blog/3,9,2,4.5,92,29,0,0
/blog/preview,9,1,9,192,24,0,0
/dsg-2-den-1-e-gecerken-vuruntu/,9,9,1,28.444444444444443,32,0,0
/passat-mekatronik-fiyati/,9,9,1,22.444444444444443,31,0,0
/sanziman-kecesi-degisimi-fiyati/,9,6,1.5,82.66666666666667,32,0,0
/seat-triger-degisimi-fiyatlari,9,9,1,43.44444444444444,33,0,0
/beylikduzu-mercedes-servis/,8,7,1.1428571428571428,13.857142857142858,29,0,0
/blog/bmw-sanziman-tamiri-fiyatlari/,8,8,1,88.75,34,0,0
/blog/jetta-vites-gostergesinde-anahtar-isareti/,8,7,1.1428571428571428,142.28571428571428,31,0,0
/blog/mercedes-sanziman-tamiri-fiyatlari/,8,8,1,64.625,30,0,0
/bmw-triger-degisimi-fiyatlari/,8,4,2,53.5,25,0,0
/dsg-sanziman-yagi-degisimi/,8,8,1,119.375,30,0,0
/seat-triger-degisimi-fiyatlari/,8,8,1,39.5,32,0,0
/7-ileri-dsg-sanziman-sorunlari/,7,7,1,77.85714285714286,23,0,0
/blog/dsg-2-den-3-e-gecerken-vuruntu/,7,6,1.1666666666666667,65.66666666666667,24,0,0
/dsg-sanziman-ariza-isigi,7,6,1.1666666666666667,95.5,19,0,0
/land-rover-ozel-servis,7,2,3.5,32,16,0,0
/land-rover-sanziman-tamiri-fiyatlari/,7,7,1,49.857142857142854,28,0,0
/otomatik-sanziman-tamiri-ne-kadar-tutar/,7,7,1,20.571428571428573,26,0,0
/seat-leon-dsg-mekatronik-tamiri,7,2,3.5,18.5,20,0,0
/1-4-tsi-dsg-kavrama-fiyati/,6,6,1,31,22,0,0
/beylikduzu-bmw-servis,6,4,1.5,6.5,14,0,0
/beylikduzu-skoda-servis/,6,6,1,19,23,0,0
/blog/dsg-kavrama-degisimi/,6,4,1.5,247.5,19,0,0
/blog/passat-mekatronik-fiyati/,6,5,1.2,136.2,21,0,0
/blog/skoda-octavia-dsg-mekatronik-tamiri/,6,6,1,26,23,0,0
/dq200-kavrama-degisimi,6,6,1,10.666666666666666,17,0,0
/hakkimizda/,6,4,1.5,8,15,0,0
/jetta-mekatronik-fiyati,6,5,1.2,57.2,17,0,0
/mercedes-triger-degisimi-fiyatlari,6,5,1.2,17,17,0,0
/passat-b8-sanziman-hatasi/,6,6,1,34.5,21,0,0
/polo-agir-bakim-fiyatlari/,6,6,1,40.5,24,0,0
/volkswagen-golf-gti-dsg-arizasi,6,5,1.2,5,12,0,0
/1-6-tdi-dsg-kavrama-fiyati/,5,5,1,17.2,17,0,0
/audi-triger-degisimi-fiyatlari/,5,5,1,42,19,0,0
/blog/bmw-servis-avrupa-yakasi/,5,5,1,51.6,17,0,0
/blog/dsg-volant-degisimi/,5,4,1.25,19.25,15,0,0
/blog/golf-bakim-hizmetleri/,5,5,1,31.8,17,0,0
/blog/land-rover-sanziman-tamiri-fiyatlari/,5,5,1,78.2,21,0,0
/blog/porsche-triger-degisimi-fiyatlari/,5,5,1,22.4,19,0,0
/bmw-ozel-servis,5,4,1.25,18,11,0,0
/dsg-kavrama-degisimi,5,4,1.25,57.25,14,0,0
/dsg-mekatronik-arizasi-belirtileri/,5,5,1,73.6,19,0,0
/dsg-mekatronik-tamiri,5,3,1.6666666666666667,86.66666666666667,12,0,0
/dsg-mekatronik-tamiri/,5,4,1.25,187.75,17,0,0
/land-rover-sanziman-tamiri-fiyatlari,5,2,2.5,31.5,13,0,0
/otomatik-vites-selenoid-valf-arizasi-nasil-anlasilir/,5,5,1,16.8,16,0,0
/sanziman-indirme-ucreti-2025/,5,5,1,35.2,19,0,0
/skoda-ozel-servis,5,2,2.5,24.5,14,0,0
/zf-sanziman-yagi-degisimi/,5,5,1,18,18,0,0
/7-ileri-dsg-sanziman-yag-degisimi-fiyati,4,4,1,7.5,6,0,0
/balata-degisimi-ne-kadar,4,3,1.3333333333333333,286.6666666666667,14,0,0
/baski-balata-degisimi-ne-kadar-2025,4,4,1,36,6,0,0
/blog/polo-sanziman-tamiri-fiyati/,4,4,1,31.75,16,0,0
/buyukcekmece-bmw-servis,4,1,4,14,5,0,0
/dsg,4,2,2,100,11,0,0
/dsg-2-den-3-e-gecerken-vuruntu,4,3,1.3333333333333333,121.66666666666667,11,0,0
/dsg-geri-kacirma/,4,4,1,98.75,15,0,0
/dsg-mekatronik-arizasi-belirtileri,4,4,1,65.25,10,0,0
/dsg-optimizasyon-fiyat,4,4,1,55.75,8,0,0
/dsg-p-yanip-sonuyor-araba-calismiyor,4,2,2,73,11,0,0
/mercedes-sanziman-tamiri-fiyatlari,4,3,1.3333333333333333,23.333333333333332,8,0,0
/porsche-ozel-servis,4,2,2,32,11,0,0
/seat-ozel-servis,4,2,2,10.5,9,0,0
/skoda-octavia-dsg-mekatronik-tamiri,4,1,4,29,10,0,0
/volkswagen,4,4,1,5.5,8,0,0
/volkswagen-ozel-servis,4,3,1.3333333333333333,18.333333333333332,9,0,0
/zf-sanziman-yagi-degisimi,4,4,1,11,12,0,0
/audi-s-tronic-sanziman-sorunlari,3,2,1.5,5,6,0,0
/audi-sanziman-tamiri-fiyatlari/,3,3,1,54.333333333333336,10,0,0
/beylikduzu-bmw-servis/,3,3,1,15.333333333333334,10,0,0
/blog/dsg-sanziman-tamiri/,3,4,0.75,102.5,13,0,0
/blog/jetta-mekatronik-fiyati/,3,3,1,20,12,0,0
/blog/seat-ateca-bakim-fiyatlari/,3,3,1,52,11,0,0
/blog/volkswagen-ozel-servis/,3,3,1,85.66666666666667,12,0,0
/buyukcekmece-mercedes-servis,3,3,1,64.66666666666667,8,0,0
/buyukcekmece-skoda-servis,3,2,1.5,5.5,9,0,0
/buyukcekmece-volkswagen-servis,3,2,1.5,57.5,6,0,0
/dsg-sanziman-degisimi,3,2,1.5,14.5,7,0,0
/en-iyi-otomatik-sanziman-yagi-hangisi,3,3,1,55.666666666666664,9,0,0
/en-iyi-otomatik-sanziman-yagi-hangisi/,3,3,1,51,9,0,0
/gizlilik-politikasi,3,2,1.5,7,8,0,0
/land-rover-triger-degisimi-fiyatlari/,3,2,1.5,17.5,9,0,0
/passat-mekatronik-fiyati,3,3,1,4.333333333333333,9,0,0
/passat-sanziman-hatasi/,3,3,1,37.333333333333336,11,0,0
/t-roc-periyodik-bakim,3,3,1,31,6,0,0
/araclarda-selenoid-valf-ariza-belirtileri,2,2,1,1,3,0,0
/audi-multitronic-sanziman-arizasi,2,2,1,191,6,0,0
/audi-ozel-servis,2,1,2,112,4,0,0
/beylikduzu-land-rover-servis,2,2,1,5,5,0,0
/beylikduzu-skoda-servis,2,2,1,20.5,6,0,0
/beylikduzu-volkswagen-servis,2,2,1,24,6,0,0
/blog/4,2,1,2,15,4,0,0
/blog/audi-ozel-servis/,2,2,1,111,7,0,0
/blog/beylikduzu-seat-servis/,2,2,1,3.5,7,0,0
/blog/dsg-6-ileri-mekatronik-fiyati/,2,2,1,3.5,7,0,0
/blog/mercedes-ozel-servis/,2,2,1,0,8,0,0
/buyukcekmece-audi-servis/,2,2,1,49,9,0,0
/buyukcekmece-land-rover-servis/,2,1,2,32,6,0,0
/buyukcekmece-porsche-servis,2,2,1,4.5,6,0,0
/buyukcekmece-seat-servis,2,2,1,5.5,7,0,0
/dsg-1-3-5-7-gecmiyor/,2,2,1,9.5,9,0,0
/dsg-volant-degisimi,2,2,1,5.5,5,0,0
/golf-bakim-hizmetleri,2,2,1,5,7,0,0
/kullanim-kosullari,2,2,1,1,5,0,0
/otomatik-vites-selenoid-valf-arizasi-nasil-anlasilir,2,2,1,12.5,6,0,0
/polo-sanziman-tamiri-fiyati/,2,2,1,154.5,9,0,0
/range-rover-servis-avrupa-yakasi,2,2,1,55,7,0,0
/skoda-sanziman-tamiri-fiyatlari/,2,2,1,42.5,8,0,0
/audi-periyodik-bakim-fiyatlari-2025,1,1,1,2,2,0,0
/beylikduzu-porsche-servis,1,1,1,10,4,0,0
/beylikduzu-seat-servis,1,1,1,10,4,0,0
/blog/,1,1,1,0,1,0,0
/blog/audi-periyodik-bakim-fiyatlari-2025/,1,1,1,0,3,0,0
/blog/beylikduzu-audi-servis/,1,1,1,59,5,0,0
/blog/beylikduzu-mercedes-servis/,1,1,1,0,3,0,0
/blog/beylikduzu-skoda-servis/,1,1,1,87,4,0,0
/blog/buyukcekmece-mercedes-servis/,1,1,1,0,3,0,0
/blog/buyukcekmece-seat-servis/,1,1,1,424,4,0,0
/blog/dsg-mekatronik-tamiri/,1,1,1,95,2,0,0
/blog/porsche-sanziman-tamiri-fiyatlari/,1,1,1,6,4,0,0
/blog/porsche-servis-avrupa-yakasi/,1,1,1,81,4,0,0
/blog/range-rover-servis-avrupa-yakasi/,1,1,1,15,4,0,0
/blog/seat-leon-dsg-mekatronik-tamiri/,1,1,1,7,3,0,0
/blog/skoda-ozel-servis/,1,1,1,46,4,0,0
/bmw-sanziman-tamiri-fiyatlari/,1,1,1,47,4,0,0
/bmw-servis-avrupa-yakasi,1,1,1,3,2,0,0
/buyukcekmece-land-rover-servis,1,1,1,11,4,0,0
/buyukcekmece-mercedes-servis/,1,1,1,10,4,0,0
/buyukcekmece-seat-servis/,1,1,1,4,4,0,0
/buyukcekmece-skoda-servis/,1,1,1,34,4,0,0
/debriyaj-baski-balata-degisimi-fiyati-2025,1,1,1,22,2,0,0
/dsg-6-ileri-mekatronik-fiyati/,1,1,1,49,3,0,0
/dsg-geri-kacirma,1,1,1,0,1,0,0
/dsg-mekatronik-arizasi-fiyati-2025,1,1,1,10,4,0,0
/dsg-mekatronik-arizasi-neden-olur,1,1,1,2,2,0,0
/dsg-mekatronik-arizasi-neden-olur/,1,1,1,33,4,0,0
/dsg-sanziman-fiyati,1,1,1,8,2,0,0
/fren-balata-degisim-iscilik-ucreti-2025,1,1,1,64,3,0,0
/fren-balata-degisim-iscilik-ucreti-2025/,1,1,1,52,4,0,0
/land-rover/,1,1,1,31,2,0,0
/mekatronik-arizasi-maliyeti-2025,1,1,1,3,2,0,0
/mercedes-periyodik-bakim-fiyatlari-2025/,1,1,1,18,4,0,0
/otomatik-sanziman-degisimi-fiyati-2025,1,1,1,10,4,0,0
/otomatik-sanziman-yag-kacagi-tamiri-fiyat/,1,1,1,82,4,0,0
/otomatik-sanziman-yagi-degisimi-fiyati-2025/,1,1,1,55,4,0,0
/passat-120-bin-bakimi,1,1,1,0,1,0,0
/passat-agir-bakim-fiyatlari/,1,1,1,16,4,0,0
/polo-agir-bakim-fiyatlari,1,1,1,108,2,0,0
/polo-sanziman-tamiri-fiyati,1,1,1,0,1,0,0
/porsche,1,1,1,21,2,0,0
/porsche-servis-avrupa-yakasi,1,1,1,0,3,0,0
/sanziman-indirme-ucreti-2025,1,1,1,10,4,0,0
/seat-ateca-bakim-fiyatlari,1,1,1,10,4,0,0
/seat-sanziman-tamiri-fiyatlari/,1,1,1,42,4,0,0
/seat-servis-avrupa-yakasi/,1,1,1,36,4,0,0
/skoda-periyodik-bakim-fiyatlari-2025/,1,1,1,74,5,0,0
/skoda-sanziman-tamiri-fiyatlari,1,1,1,45,3,0,0
/skoda-servis-avrupa-yakasi,1,1,1,2,2,0,0
/skoda-triger-degisimi-fiyatlari/,1,1,1,0,3,0,0
/tiguan-servis-bakim-ucretleri,1,1,1,0,3,0,0
